"sheep_ID","cow_ID","gene_name","gene_name2"
"ENSOARG00000012136","ENSBTAG00000014505","NGRN","NGRN"
"ENSOARG00000010723","ENSBTAG00000014512","WDR19","WDR19"
"ENSOARG00000011358","ENSBTAG00000014515","RFC1","RFC1"
"ENSOARG00000012002","ENSBTAG00000014522","SMIM14","SMIM14"
"ENSOARG00000014619","ENSBTAG00000014526","MOB3A","MOB3A"
"ENSOARG00000001535","ENSBTAG00000014529","GBP4","GBP4"
"ENSOARG00000006153","ENSBTAG00000014541","PDGFA","PDGFA"
"ENSOARG00000006427","ENSBTAG00000014543","PLXNA4","PLXNA4"
"ENSOARG00000003263","ENSBTAG00000014548","NIBAN1","NIBAN1"
"ENSOARG00000002470","ENSBTAG00000014549","GNL3","GNL3"
"ENSOARG00000002179","ENSBTAG00000014550","GLT8D1","GLT8D1"
"ENSOARG00000016662","ENSBTAG00000014551","TNFAIP8","TNFAIP8"
"ENSOARG00000013174","ENSBTAG00000014554","SNAI1","SNAI1"
"ENSOARG00000005307","ENSBTAG00000014558","DDX21","DDX21"
"ENSOARG00000020396","ENSBTAG00000014564","XXYLT1","XXYLT1"
"ENSOARG00000010640","ENSBTAG00000014583","CALM3","CALM3"
"ENSOARG00000010647","ENSBTAG00000014585","PTGIR","PTGIR"
"ENSOARG00000006923","ENSBTAG00000014588","RSL1D1","RSL1D1"
"ENSOARG00000011565","ENSBTAG00000014595","LIG1","LIG1"
"ENSOARG00000015054","ENSBTAG00000014609","PPP1R12A","PPP1R12A"
"ENSOARG00000015116","ENSBTAG00000014610","GPAA1","GPAA1"
"ENSOARG00000006140","ENSBTAG00000014615","SLC26A2","SLC26A2"
"ENSOARG00000009097","ENSBTAG00000014628","OAS2","OAS2"
"ENSOARG00000001030","ENSBTAG00000014633","ABCD4","ABCD4"
"ENSOARG00000003669","ENSBTAG00000014636","ZFHX3","ZFHX3"
"ENSOARG00000006198","ENSBTAG00000014649","CPT2","CPT2"
"ENSOARG00000011353","ENSBTAG00000014668","NAGK","NAGK"
"ENSOARG00000013180","ENSBTAG00000014676","SHROOM1","SHROOM1"
"ENSOARG00000007577","ENSBTAG00000014680","ZBTB49","ZBTB49"
"ENSOARG00000007118","ENSBTAG00000014687","TP53I13","TP53I13"
"ENSOARG00000017658","ENSBTAG00000014693","TMEM88","TMEM88"
"ENSOARG00000009931","ENSBTAG00000014697","SMARCC2","SMARCC2"
"ENSOARG00000007304","ENSBTAG00000014705","HES4","HES4"
"ENSOARG00000007233","ENSBTAG00000014707","ISG15","ISG15"
"ENSOARG00000015798","ENSBTAG00000014714","TUBGCP5","TUBGCP5"
"ENSOARG00000020517","ENSBTAG00000014724","EIF4A2","EIF4A2"
"ENSOARG00000007641","ENSBTAG00000014733","NOP2","NOP2"
"ENSOARG00000006813","ENSBTAG00000014737","VEGFC","VEGFC"
"ENSOARG00000014267","ENSBTAG00000014742","LRWD1","LRWD1"
"ENSOARG00000010964","ENSBTAG00000014762","ISG20","ISG20"
"ENSOARG00000008605","ENSBTAG00000014764","CD9","CD9"
"ENSOARG00000008323","ENSBTAG00000014766","SRSF1","SRSF1"
"ENSOARG00000010596","ENSBTAG00000014769","GMEB2","GMEB2"
"ENSOARG00000014126","ENSBTAG00000014773","HMMR","HMMR"
"ENSOARG00000004075","ENSBTAG00000014779","NISCH","NISCH"
"ENSOARG00000003517","ENSBTAG00000014782","STAB1","STAB1"
"ENSOARG00000003141","ENSBTAG00000014784","NT5DC2","NT5DC2"
"ENSOARG00000002751","ENSBTAG00000014786","PBRM1","PBRM1"
"ENSOARG00000003148","ENSBTAG00000014790","ZBTB2","ZBTB2"
"ENSOARG00000011995","ENSBTAG00000014791","CTH","CTH"
"ENSOARG00000020647","ENSBTAG00000014792","MAP4K5","MAP4K5"
"ENSOARG00000011174","ENSBTAG00000014793","C1orf112","C1orf112"
"ENSOARG00000011451","ENSBTAG00000014794","SCYL3","SCYL3"
"ENSOARG00000002402","ENSBTAG00000014804","HNRNPDL","HNRNPDL"
"ENSOARG00000017976","ENSBTAG00000014806","ATP2A3","ATP2A3"
"ENSOARG00000008188","ENSBTAG00000014809","ANXA6","ANXA6"
"ENSOARG00000015706","ENSBTAG00000014818","MYLK3","MYLK3"
"ENSOARG00000019429","ENSBTAG00000014820","OXA1L","OXA1L"
"ENSOARG00000016224","ENSBTAG00000014831","PPP1R3C","PPP1R3C"
"ENSOARG00000009032","ENSBTAG00000014835","SPARC","SPARC"
"ENSOARG00000003937","ENSBTAG00000014841","GBA","GBA"
"ENSOARG00000007072","ENSBTAG00000014843","COPB2","COPB2"
"ENSOARG00000003955","ENSBTAG00000014849","GPATCH3","GPATCH3"
"ENSOARG00000004043","ENSBTAG00000014850","GPN2","GPN2"
"ENSOARG00000013516","ENSBTAG00000014877","UNC50","UNC50"
"ENSOARG00000005289","ENSBTAG00000014878","COX7A1","COX7A1"
"ENSOARG00000011738","ENSBTAG00000014880","ICOSLG","ICOSLG"
"ENSOARG00000010982","ENSBTAG00000014881","PHF23","PHF23"
"ENSOARG00000003252","ENSBTAG00000014898","HK3","HK3"
"ENSOARG00000002981","ENSBTAG00000014900","CNOT3","CNOT3"
"ENSOARG00000018095","ENSBTAG00000014903","ABCA3","ABCA3"
"ENSOARG00000009133","ENSBTAG00000014907","IL11RA","IL11RA"
"ENSOARG00000001390","ENSBTAG00000014913","SRD5A3","SRD5A3"
"ENSOARG00000020548","ENSBTAG00000014915","ETV5","ETV5"
"ENSOARG00000015047","ENSBTAG00000014917","GTPBP4","GTPBP4"
"ENSOARG00000012021","ENSBTAG00000014921","IL6","IL6"
"ENSOARG00000011346","ENSBTAG00000014922","SHB","SHB"
"ENSOARG00000018388","ENSBTAG00000014923","BBS2","BBS2"
"ENSOARG00000008225","ENSBTAG00000014936","SLC25A51","SLC25A51"
"ENSOARG00000008726","ENSBTAG00000014945","IQSEC2","IQSEC2"
"ENSOARG00000014380","ENSBTAG00000014955","AMH","AMH"
"ENSOARG00000002227","ENSBTAG00000014960","SCHIP1","SCHIP1"
"ENSOARG00000019806","ENSBTAG00000014966","PLXNB2","PLXNB2"
"ENSOARG00000009401","ENSBTAG00000014972","PTGER4","PTGER4"
"ENSOARG00000012366","ENSBTAG00000014979","MFSD12","MFSD12"
"ENSOARG00000005210","ENSBTAG00000014995","THAP8","THAP8"
"ENSOARG00000012171","ENSBTAG00000015005","FANCG","FANCG"
"ENSOARG00000017479","ENSBTAG00000015009","LAMTOR4","LAMTOR4"
"ENSOARG00000017422","ENSBTAG00000015011","MAP11","MAP11"
"ENSOARG00000018065","ENSBTAG00000015014","CENPO","CENPO"
"ENSOARG00000019820","ENSBTAG00000015024","GXYLT1","GXYLT1"
"ENSOARG00000016598","ENSBTAG00000015026","ABL2","ABL2"
"ENSOARG00000018395","ENSBTAG00000015034","IK","IK"
"ENSOARG00000011574","ENSBTAG00000015036","RAD51C","RAD51C"
"ENSOARG00000018593","ENSBTAG00000015038","HADHA","HADHA"
"ENSOARG00000019234","ENSBTAG00000015043","MFNG","MFNG"
"ENSOARG00000006838","ENSBTAG00000015053","CFL2","CFL2"
"ENSOARG00000015297","ENSBTAG00000015060","GBP5","GBP5"
"ENSOARG00000019196","ENSBTAG00000015066","LANCL1","LANCL1"
"ENSOARG00000002830","ENSBTAG00000015076","LATS1","LATS1"
"ENSOARG00000012040","ENSBTAG00000015077","DDX18","DDX18"
"ENSOARG00000003241","ENSBTAG00000015097","CACFD1","CACFD1"
"ENSOARG00000004031","ENSBTAG00000015100","ATP6V0E1","ATP6V0E1"
"ENSOARG00000015382","ENSBTAG00000015101","HMGB2","HMGB2"
"ENSOARG00000017547","ENSBTAG00000015108","USHBP1","USHBP1"
"ENSOARG00000009870","ENSBTAG00000015114","CALR","CALR"
"ENSOARG00000003139","ENSBTAG00000015119","SIK3","SIK3"
"ENSOARG00000005209","ENSBTAG00000015127","SDC4","SDC4"
"ENSOARG00000019621","ENSBTAG00000015146","TOX4","TOX4"
"ENSOARG00000004763","ENSBTAG00000015151","FOXN2","FOXN2"
"ENSOARG00000020834","ENSBTAG00000015154","MCL1","MCL1"
"ENSOARG00000004168","ENSBTAG00000015165","DPY19L3","DPY19L3"
"ENSOARG00000004409","ENSBTAG00000015184","SYDE1","SYDE1"
"ENSOARG00000004252","ENSBTAG00000015186","ILVBL","ILVBL"
"ENSOARG00000012925","ENSBTAG00000015188","KLF6","KLF6"
"ENSOARG00000007938","ENSBTAG00000015190","RMC1","RMC1"
"ENSOARG00000020636","ENSBTAG00000015202","DMAC2L","DMAC2L"
"ENSOARG00000019568","ENSBTAG00000015220","AGO4","AGO4"
"ENSOARG00000007925","ENSBTAG00000015221","PCCB","PCCB"
"ENSOARG00000013128","ENSBTAG00000015225","NUP58","NUP58"
"ENSOARG00000005623","ENSBTAG00000015230","PLA2G12A","PLA2G12A"
"ENSOARG00000006862","ENSBTAG00000015255","ST6GALNAC2","ST6GALNAC2"
"ENSOARG00000012937","ENSBTAG00000015263","CPSF7","CPSF7"
"ENSOARG00000000411","ENSBTAG00000015265","TIGD2","TIGD2"
"ENSOARG00000013051","ENSBTAG00000015266","SDHAF2","SDHAF2"
"ENSOARG00000001747","ENSBTAG00000015267","SGSH","SGSH"
"ENSOARG00000014944","ENSBTAG00000015268","PICK1","PICK1"
"ENSOARG00000011197","ENSBTAG00000015271","RIPK2","RIPK2"
"ENSOARG00000001513","ENSBTAG00000015276","SLC26A11","SLC26A11"
"ENSOARG00000005562","ENSBTAG00000015277","PCF11","PCF11"
"ENSOARG00000014949","ENSBTAG00000015283","RPL32","RPL32"
"ENSOARG00000009823","ENSBTAG00000015291","ORC4","ORC4"
"ENSOARG00000006817","ENSBTAG00000015310","SLC25A36","SLC25A36"
"ENSOARG00000000670","ENSBTAG00000015314","ASL","ASL"
"ENSOARG00000003553","ENSBTAG00000015316","NPM1","NPM1"
"ENSOARG00000009370","ENSBTAG00000015318","NECTIN2","NECTIN2"
"ENSOARG00000003358","ENSBTAG00000015321","TRERF1","TRERF1"
"ENSOARG00000020902","ENSBTAG00000015329","MINDY1","MINDY1"
"ENSOARG00000018070","ENSBTAG00000015337","TSPAN12","TSPAN12"
"ENSOARG00000016330","ENSBTAG00000015338","DSCC1","DSCC1"
"ENSOARG00000009741","ENSBTAG00000015343","WDR34","WDR34"
"ENSOARG00000007528","ENSBTAG00000015348","ZNF189","ZNF189"
"ENSOARG00000010546","ENSBTAG00000015352","MTMR4","MTMR4"
"ENSOARG00000020926","ENSBTAG00000015363","CDC42SE1","CDC42SE1"
"ENSOARG00000011649","ENSBTAG00000015375","SH2D3C","SH2D3C"
"ENSOARG00000003635","ENSBTAG00000015376","FBXW11","FBXW11"
"ENSOARG00000004516","ENSBTAG00000015379","UBOX5","UBOX5"
"ENSOARG00000001457","ENSBTAG00000015386","REL","REL"
"ENSOARG00000016970","ENSBTAG00000015403","TPP1","TPP1"
"ENSOARG00000016659","ENSBTAG00000015405","DCHS1","DCHS1"
"ENSOARG00000017620","ENSBTAG00000015408","DTYMK","DTYMK"
"ENSOARG00000006643","ENSBTAG00000015413","RASA2","RASA2"
"ENSOARG00000016006","ENSBTAG00000015414","TBCD","TBCD"
"ENSOARG00000017781","ENSBTAG00000015424","WDR12","WDR12"
"ENSOARG00000006663","ENSBTAG00000015427","CFDP1","CFDP1"
"ENSOARG00000006847","ENSBTAG00000015432","TMEM231","TMEM231"
"ENSOARG00000010421","ENSBTAG00000015436","SLC27A4","SLC27A4"
"ENSOARG00000008748","ENSBTAG00000015437","NTMT1","NTMT1"
"ENSOARG00000017736","ENSBTAG00000015438","RRBP1","RRBP1"
"ENSOARG00000014965","ENSBTAG00000015478","SRD5A1","SRD5A1"
"ENSOARG00000012062","ENSBTAG00000015479","ZFPL1","ZFPL1"
"ENSOARG00000005865","ENSBTAG00000015486","CD2BP2","CD2BP2"
"ENSOARG00000008729","ENSBTAG00000015504","ZNF131","ZNF131"
"ENSOARG00000004500","ENSBTAG00000015509","NAMPT","NAMPT"
"ENSOARG00000009918","ENSBTAG00000015513","DOCK5","DOCK5"
"ENSOARG00000009534","ENSBTAG00000015522","MRPS31","MRPS31"
"ENSOARG00000001227","ENSBTAG00000015529","CHCHD4","CHCHD4"
"ENSOARG00000011836","ENSBTAG00000015539","RAPGEF5","RAPGEF5"
"ENSOARG00000013642","ENSBTAG00000015563","PDE12","PDE12"
"ENSOARG00000010482","ENSBTAG00000015566","CTR9","CTR9"
"ENSOARG00000003105","ENSBTAG00000015567","TIMM44","TIMM44"
"ENSOARG00000007070","ENSBTAG00000015571","GCLC","GCLC"
"ENSOARG00000008633","ENSBTAG00000015572","YTHDC1","YTHDC1"
"ENSOARG00000015369","ENSBTAG00000015578","SAP30","SAP30"
"ENSOARG00000015160","ENSBTAG00000015590","ICK","ICK"
"ENSOARG00000002683","ENSBTAG00000015591","SQSTM1","SQSTM1"
"ENSOARG00000018527","ENSBTAG00000015595","MCM5","MCM5"
"ENSOARG00000016195","ENSBTAG00000015604","ZNF385A","ZNF385A"
"ENSOARG00000013572","ENSBTAG00000015607","ERMP1","ERMP1"
"ENSOARG00000010543","ENSBTAG00000015609","PREX1","PREX1"
"ENSOARG00000013474","ENSBTAG00000015612","UTP6","UTP6"
"ENSOARG00000012440","ENSBTAG00000015618","GDF15","GDF15"
"ENSOARG00000018057","ENSBTAG00000015630","RLIM","RLIM"
"ENSOARG00000014804","ENSBTAG00000015636","SHFL","SHFL"
"ENSOARG00000015243","ENSBTAG00000015637","IMPAD1","IMPAD1"
"ENSOARG00000011506","ENSBTAG00000015648","DNAJC21","DNAJC21"
"ENSOARG00000018427","ENSBTAG00000015655","APBB1","APBB1"
"ENSOARG00000018281","ENSBTAG00000015662","IMPG2","IMPG2"
"ENSOARG00000004535","ENSBTAG00000015663","STIP1","STIP1"
"ENSOARG00000015941","ENSBTAG00000015692","HSPA4L","HSPA4L"
"ENSOARG00000009139","ENSBTAG00000015698","FYCO1","FYCO1"
"ENSOARG00000001574","ENSBTAG00000015711","BTG2","BTG2"
"ENSOARG00000012181","ENSBTAG00000015713","TLK2","TLK2"
"ENSOARG00000016922","ENSBTAG00000015718","CASP8","CASP8"
"ENSOARG00000005061","ENSBTAG00000015731","TXNL1","TXNL1"
"ENSOARG00000017558","ENSBTAG00000015732","PSMC6","PSMC6"
"ENSOARG00000016136","ENSBTAG00000015738","GIGYF1","GIGYF1"
"ENSOARG00000012392","ENSBTAG00000015739","MRC2","MRC2"
"ENSOARG00000011800","ENSBTAG00000015744","CCNC","CCNC"
"ENSOARG00000020630","ENSBTAG00000015752","SP110","SP110"
"ENSOARG00000012543","ENSBTAG00000015761","COQ5","COQ5"
"ENSOARG00000002698","ENSBTAG00000015771","YTHDF2","YTHDF2"
"ENSOARG00000004309","ENSBTAG00000015772","STOML1","STOML1"
"ENSOARG00000004233","ENSBTAG00000015779","PML","PML"
"ENSOARG00000001570","ENSBTAG00000015780","RCN2","RCN2"
"ENSOARG00000006200","ENSBTAG00000015794","NES","NES"
"ENSOARG00000014911","ENSBTAG00000015801","EFNB1","EFNB1"
"ENSOARG00000009180","ENSBTAG00000015804","SIGMAR1","SIGMAR1"
"ENSOARG00000009164","ENSBTAG00000015807","GALT","GALT"
"ENSOARG00000015810","ENSBTAG00000015841","CCDC115","CCDC115"
"ENSOARG00000011054","ENSBTAG00000015875","FOXM1","FOXM1"
"ENSOARG00000010979","ENSBTAG00000015878","RHNO1","RHNO1"
"ENSOARG00000005616","ENSBTAG00000015882","UBE2J2","UBE2J2"
"ENSOARG00000020401","ENSBTAG00000015887","FOXJ3","FOXJ3"
"ENSOARG00000015035","ENSBTAG00000015888","PDE7B","PDE7B"
"ENSOARG00000005145","ENSBTAG00000015896","CC2D1B","CC2D1B"
"ENSOARG00000019939","ENSBTAG00000015898","RABL3","RABL3"
"ENSOARG00000004564","ENSBTAG00000015899","ZNF664","ZNF664"
"ENSOARG00000004246","ENSBTAG00000015900","CNPY3","CNPY3"
"ENSOARG00000017043","ENSBTAG00000015901","ARMC1","ARMC1"
"ENSOARG00000010010","ENSBTAG00000015913","MFHAS1","MFHAS1"
"ENSOARG00000015234","ENSBTAG00000015919","PARM1","PARM1"
"ENSOARG00000007424","ENSBTAG00000015931","TTC4","TTC4"
"ENSOARG00000000742","ENSBTAG00000015942","DNAJA4","DNAJA4"
"ENSOARG00000001349","ENSBTAG00000015950","ISOC2","ISOC2"
"ENSOARG00000015771","ENSBTAG00000015951","NOL11","NOL11"
"ENSOARG00000005826","ENSBTAG00000015952","ADAP1","ADAP1"
"ENSOARG00000020131","ENSBTAG00000015961","TSPAN2","TSPAN2"
"ENSOARG00000019699","ENSBTAG00000015969","STK40","STK40"
"ENSOARG00000009363","ENSBTAG00000015972","GLRX2","GLRX2"
"ENSOARG00000017168","ENSBTAG00000015980","FASN","FASN"
"ENSOARG00000005030","ENSBTAG00000015982","KCTD13","KCTD13"
"ENSOARG00000008719","ENSBTAG00000015986","NDE1","NDE1"
"ENSOARG00000013623","ENSBTAG00000016005","PPP3CA","PPP3CA"
"ENSOARG00000013924","ENSBTAG00000016006","ANKRD11","ANKRD11"
"ENSOARG00000015738","ENSBTAG00000016007","ADH5","ADH5"
"ENSOARG00000002169","ENSBTAG00000016023","EIF4A3","EIF4A3"
"ENSOARG00000007330","ENSBTAG00000016041","B3GNT8","B3GNT8"
"ENSOARG00000005728","ENSBTAG00000016043","GNB3","GNB3"
"ENSOARG00000016168","ENSBTAG00000016045","TRIB2","TRIB2"
"ENSOARG00000019964","ENSBTAG00000016050","CHKB","CHKB"
"ENSOARG00000016854","ENSBTAG00000016060","CREM","CREM"
"ENSOARG00000014648","ENSBTAG00000016061","RSAD2","RSAD2"
"ENSOARG00000006584","ENSBTAG00000016073","UGCG","UGCG"
"ENSOARG00000012477","ENSBTAG00000016074","ZNF143","ZNF143"
"ENSOARG00000011457","ENSBTAG00000016075","EMC8","EMC8"
"ENSOARG00000003229","ENSBTAG00000016076","TRAK1","TRAK1"
"ENSOARG00000013237","ENSBTAG00000016077","ZNF317","ZNF317"
"ENSOARG00000010712","ENSBTAG00000016091","KLHL25","KLHL25"
"ENSOARG00000015954","ENSBTAG00000016092","SPATS2L","SPATS2L"
"ENSOARG00000010859","ENSBTAG00000016093","PLP2","PLP2"
"ENSOARG00000010801","ENSBTAG00000016095","PRICKLE3","PRICKLE3"
"ENSOARG00000002673","ENSBTAG00000016103","CBFB","CBFB"
"ENSOARG00000016528","ENSBTAG00000016104","BTAF1","BTAF1"
"ENSOARG00000013074","ENSBTAG00000016108","BTBD2","BTBD2"
"ENSOARG00000005497","ENSBTAG00000016122","PIGT","PIGT"
"ENSOARG00000007995","ENSBTAG00000016131","NCAPG2","NCAPG2"
"ENSOARG00000010865","ENSBTAG00000016133","MRPS7","MRPS7"
"ENSOARG00000003718","ENSBTAG00000016156","MAPK3","MAPK3"
"ENSOARG00000002999","ENSBTAG00000016191","ZNF32","ZNF32"
"ENSOARG00000017943","ENSBTAG00000016198","EP300","EP300"
"ENSOARG00000018528","ENSBTAG00000016208","TGM2","TGM2"
"ENSOARG00000010163","ENSBTAG00000016211","GCDH","GCDH"
"ENSOARG00000009199","ENSBTAG00000016217","RBM43","RBM43"
"ENSOARG00000017465","ENSBTAG00000016221","AMOT","AMOT"
"ENSOARG00000012896","ENSBTAG00000016229","KLF9","KLF9"
"ENSOARG00000003311","ENSBTAG00000016231","POFUT1","POFUT1"
"ENSOARG00000007710","ENSBTAG00000016240","RNF157","RNF157"
"ENSOARG00000015303","ENSBTAG00000016244","VWA3A","VWA3A"
"ENSOARG00000017853","ENSBTAG00000016250","AKTIP","AKTIP"
"ENSOARG00000006589","ENSBTAG00000016252","LSM12","LSM12"
"ENSOARG00000006739","ENSBTAG00000016253","G6PC3","G6PC3"
"ENSOARG00000019970","ENSBTAG00000016260","LRRK2","LRRK2"
"ENSOARG00000011715","ENSBTAG00000016264","FKBP8","FKBP8"
"ENSOARG00000010035","ENSBTAG00000016267","SERPING1","SERPING1"
"ENSOARG00000013134","ENSBTAG00000016277","MARC2","MARC2"
"ENSOARG00000005628","ENSBTAG00000016282","EIF5","EIF5"
"ENSOARG00000009548","ENSBTAG00000016287","UNK","UNK"
"ENSOARG00000017957","ENSBTAG00000016296","GPD1","GPD1"
"ENSOARG00000014278","ENSBTAG00000016326","C1orf52","C1orf52"
"ENSOARG00000018132","ENSBTAG00000016332","ING3","ING3"
"ENSOARG00000016996","ENSBTAG00000016336","OGA","OGA"
"ENSOARG00000009237","ENSBTAG00000016352","STX10","STX10"
"ENSOARG00000017381","ENSBTAG00000016362","POU6F1","POU6F1"
"ENSOARG00000014228","ENSBTAG00000016367","RBM18","RBM18"
"ENSOARG00000002052","ENSBTAG00000016377","IPP","IPP"
"ENSOARG00000012621","ENSBTAG00000016388","SLCO4A1","SLCO4A1"
"ENSOARG00000005206","ENSBTAG00000016401","OPTN","OPTN"
"ENSOARG00000019372","ENSBTAG00000016414","VDR","VDR"
"ENSOARG00000012264","ENSBTAG00000016415","LTA4H","LTA4H"
"ENSOARG00000004020","ENSBTAG00000016427","COMMD7","COMMD7"
"ENSOARG00000011804","ENSBTAG00000016433","FANCB","FANCB"
"ENSOARG00000007261","ENSBTAG00000016435","NOM1","NOM1"
"ENSOARG00000013083","ENSBTAG00000016441","ZNF622","ZNF622"
"ENSOARG00000008054","ENSBTAG00000016448","ZBTB40","ZBTB40"
"ENSOARG00000020674","ENSBTAG00000016457","FXR1","FXR1"
"ENSOARG00000001371","ENSBTAG00000016465","DHCR7","DHCR7"
"ENSOARG00000019331","ENSBTAG00000016467","SLC22A17","SLC22A17"
"ENSOARG00000001571","ENSBTAG00000016470","NADSYN1","NADSYN1"
"ENSOARG00000005515","ENSBTAG00000016471","PDPR","PDPR"
"ENSOARG00000004225","ENSBTAG00000016473","NAT1","NAT1"
"ENSOARG00000003066","ENSBTAG00000016481","CALU","CALU"
"ENSOARG00000010246","ENSBTAG00000016484","ATP11C","ATP11C"
"ENSOARG00000007784","ENSBTAG00000016497","FAM168A","FAM168A"
"ENSOARG00000003906","ENSBTAG00000016501","ARHGAP1","ARHGAP1"
"ENSOARG00000000310","ENSBTAG00000016513","ZNF331","ZNF331"
"ENSOARG00000009905","ENSBTAG00000016519","MBOAT1","MBOAT1"
"ENSOARG00000005664","ENSBTAG00000016527","FAM241B","FAM241B"
"ENSOARG00000012408","ENSBTAG00000016546","PARP12","PARP12"
"ENSOARG00000003926","ENSBTAG00000016549","CARMIL1","CARMIL1"
"ENSOARG00000016438","ENSBTAG00000016553","EME2","EME2"
"ENSOARG00000011117","ENSBTAG00000016568","LUC7L","LUC7L"
"ENSOARG00000019601","ENSBTAG00000016572","USP37","USP37"
"ENSOARG00000011631","ENSBTAG00000016577","AXIN1","AXIN1"
"ENSOARG00000018238","ENSBTAG00000016580","TEF","TEF"
"ENSOARG00000011786","ENSBTAG00000016581","MRPL28","MRPL28"
"ENSOARG00000009886","ENSBTAG00000016584","RPF2","RPF2"
"ENSOARG00000011866","ENSBTAG00000016588","TMEM8A","TMEM8A"
"ENSOARG00000011961","ENSBTAG00000016590","NME4","NME4"
"ENSOARG00000012251","ENSBTAG00000016592","CAPN15","CAPN15"
"ENSOARG00000018401","ENSBTAG00000016593","FMNL3","FMNL3"
"ENSOARG00000012749","ENSBTAG00000016606","PCGF1","PCGF1"
"ENSOARG00000012775","ENSBTAG00000016609","DQX1","DQX1"
"ENSOARG00000002381","ENSBTAG00000016625","TMEM131L","TMEM131L"
"ENSOARG00000002932","ENSBTAG00000016629","ADCY9","ADCY9"
"ENSOARG00000010352","ENSBTAG00000016649","CCND2","CCND2"
"ENSOARG00000020160","ENSBTAG00000016656","PARP14","PARP14"
"ENSOARG00000019272","ENSBTAG00000016661","USP18","USP18"
"ENSOARG00000005981","ENSBTAG00000016663","PIGN","PIGN"
"ENSOARG00000000780","ENSBTAG00000016664","SLC2A4RG","SLC2A4RG"
"ENSOARG00000009948","ENSBTAG00000016667","ZBTB46","ZBTB46"
"ENSOARG00000007502","ENSBTAG00000016683","NFKBIA","NFKBIA"
"ENSOARG00000012761","ENSBTAG00000016685","FMO4","FMO4"
"ENSOARG00000007534","ENSBTAG00000016691","LACC1","LACC1"
"ENSOARG00000019499","ENSBTAG00000016696","NCDN","NCDN"
"ENSOARG00000006604","ENSBTAG00000016707","FKBP9","FKBP9"
"ENSOARG00000003891","ENSBTAG00000016710","PTRH2","PTRH2"
"ENSOARG00000017417","ENSBTAG00000016716","RRS1","RRS1"
"ENSOARG00000020001","ENSBTAG00000016717","CEP68","CEP68"
"ENSOARG00000008384","ENSBTAG00000016722","PGGHG","PGGHG"
"ENSOARG00000004780","ENSBTAG00000016726","KIF15","KIF15"
"ENSOARG00000008788","ENSBTAG00000016729","KCNT2","KCNT2"
"ENSOARG00000012732","ENSBTAG00000016737","CDK8","CDK8"
"ENSOARG00000006347","ENSBTAG00000016743","DNTTIP1","DNTTIP1"
"ENSOARG00000017971","ENSBTAG00000016757","ZKSCAN1","ZKSCAN1"
"ENSOARG00000016550","ENSBTAG00000016758","MLH1","MLH1"
"ENSOARG00000016501","ENSBTAG00000016760","LRRFIP2","LRRFIP2"
"ENSOARG00000001611","ENSBTAG00000016762","SLC25A12","SLC25A12"
"ENSOARG00000007234","ENSBTAG00000016771","PLK2","PLK2"
"ENSOARG00000016498","ENSBTAG00000016775","SLC27A1","SLC27A1"
"ENSOARG00000014340","ENSBTAG00000016782","SLC39A10","SLC39A10"
"ENSOARG00000011735","ENSBTAG00000016795","RUFY3","RUFY3"
"ENSOARG00000013036","ENSBTAG00000016797","CSNK1G2","CSNK1G2"
"ENSOARG00000014398","ENSBTAG00000016799","ERN1","ERN1"
"ENSOARG00000021032","ENSBTAG00000016800","SEMA6D","SEMA6D"
"ENSOARG00000008597","ENSBTAG00000016805","SGMS2","SGMS2"
"ENSOARG00000016011","ENSBTAG00000016806","PAFAH1B1","PAFAH1B1"
"ENSOARG00000005309","ENSBTAG00000016813","SH3D19","SH3D19"
"ENSOARG00000020746","ENSBTAG00000016823","CSNK1G1","CSNK1G1"
"ENSOARG00000009215","ENSBTAG00000016824","WDR46","WDR46"
"ENSOARG00000009312","ENSBTAG00000016827","RGL2","RGL2"
"ENSOARG00000009391","ENSBTAG00000016828","TAPBP","TAPBP"
"ENSOARG00000009519","ENSBTAG00000016830","DAXX","DAXX"
"ENSOARG00000015402","ENSBTAG00000016845","GALNT7","GALNT7"
"ENSOARG00000019957","ENSBTAG00000016848","GTF2E1","GTF2E1"
"ENSOARG00000019769","ENSBTAG00000016852","SNIP1","SNIP1"
"ENSOARG00000003781","ENSBTAG00000016873","OSER1","OSER1"
"ENSOARG00000005443","ENSBTAG00000016874","DNAJB1","DNAJB1"
"ENSOARG00000006324","ENSBTAG00000016878","WDR59","WDR59"
"ENSOARG00000005222","ENSBTAG00000016906","CYP27B1","CYP27B1"
"ENSOARG00000005201","ENSBTAG00000016908","METTL1","METTL1"
"ENSOARG00000004997","ENSBTAG00000016913","AVIL","AVIL"
"ENSOARG00000012180","ENSBTAG00000016915","FLT1","FLT1"
"ENSOARG00000019727","ENSBTAG00000016939","C2orf42","C2orf42"
"ENSOARG00000020405","ENSBTAG00000016951","WDFY1","WDFY1"
"ENSOARG00000005631","ENSBTAG00000016958","PHF19","PHF19"
"ENSOARG00000012992","ENSBTAG00000016969","ORC3","ORC3"
"ENSOARG00000002675","ENSBTAG00000016980","PPIL4","PPIL4"
"ENSOARG00000002056","ENSBTAG00000016984","PTPN9","PTPN9"
"ENSOARG00000017755","ENSBTAG00000016987","WDCP","WDCP"
"ENSOARG00000002547","ENSBTAG00000017001","RBM28","RBM28"
"ENSOARG00000019106","ENSBTAG00000017002","RBCK1","RBCK1"
